type,cat,lat,lon,R,G,B,color
WT,1,0,0.0,196.06620367200136,197.11664361407023,196.659151211055,11
WT,1,0,90.0,205.55552635445892,204.9451461857553,198.7273837137708,11
WT,2,0,0.0,196.93005423436244,170.89702222037343,152.83396511610187,11
WT,2,0,45.0,192.29567243828978,173.88056595369707,155.04570444700704,11
WT,3,0,-135.0,194.41281956892695,189.67253123276896,185.25914807192802,11
WT,3,0,-90.0,178.7860486248333,173.8363932452552,169.93255332782616,11
WT,3,0,0.0,193.79747444709014,191.58966609916547,188.45445507556414,11
WT,4,0,0.0,202.36589083596277,201.73991255975042,201.72781244757115,11
WT,5,0,-45.0,199.16884780219988,197.6028848389867,188.24933335182544,11
WT,5,0,180.0,191.9163397347878,193.64710523267453,174.96016946626207,11
WT,5,0,-180.0,191.9163397347878,193.64710523267453,174.96016946626207,11
WT,5,0,45.0,202.92003127112392,198.53146696042955,194.1528365383663,11
WT,6,0,-45.0,218.0201390489069,213.05564285452897,206.4672681635734,11
WT,6,0,-90.0,185.85649788906062,189.56649202634375,166.02265723314775,11
WT,6,0,0.0,206.1024354646057,209.49862756911034,217.41366119601298,11
WT,6,0,135.0,204.96900308009435,211.1107128095291,208.68562386536948,11
WT,6,0,180.0,170.1167356838171,166.18977666806205,161.39591969176868,11
WT,6,0,-180.0,170.1167356838171,166.18977666806205,161.39591969176868,11
WT,6,0,45.0,214.0345716903516,212.47651391634673,211.0412767226652,11
WT,6,0,90.0,191.931138241314,176.99622459769313,162.13851783388688,11
